id,name,bday,location,final,p
498,Haidar Ali,,,,"Hyder Ali , Haidarālī  (c. 1720 – 7 December 1782) was the Sultan and de facto ruler of the Kingdom of Mysore in southern India. Born as Sayyid wal Sharif Hyder Ali Khan,[2] he distinguished himself militarily, eventually drawing the attention of Mysore's rulers. Rising to the post of Dalavayi (commander-in-chief) to Krishnaraja Wodeyar II, he came to dominate the titular monarch and the Mysore government. He became the de facto ruler of Mysore as Sarvadhikari (Chief Minister) by 1761.[2] He offered strong resistance against the military advances of the British East India Company during the First and Second Anglo–Mysore Wars, and he was the innovator of military use of the iron-cased Mysorean rockets. He also significantly developed Mysore's economy."
499,John Gielgud,,,,"Sir Arthur John Gielgud, OM, CH (14 April 1904 – 21 May 2000) was an English actor and theatre director whose career spanned eight decades. With Ralph Richardson and Laurence Olivier, he was one of the trinity of actors who dominated the British stage for much of the 20th century. A member of the Terry family theatrical dynasty, he gained his first paid acting work as a junior member of his cousin Phyllis Neilson-Terry's company in 1922. After studying at the Royal Academy of Dramatic Art he worked in repertory theatre and in the West End before establishing himself at the Old Vic as an exponent of Shakespeare in 1929–31."
500,David Lynch,1946-01-20,"Missoula, Montana",upload.wikimedia.org/wikipedia/commons/thumb/0/00/David_Lynch_Cannes_2017.jpg/270px-David_Lynch_Cannes_2017.jpg,"David Keith Lynch (born January 20, 1946) is an American filmmaker, painter, musician, actor, and photographer. He has been described by The Guardian as ""the most important director of this era"",[1] while AllMovie called him ""the Renaissance man of modern American filmmaking"".[2] His films Blue Velvet (1986) and Mulholland Drive (2001) are widely regarded by critics to be among the greatest films of their respective decades,[3][4] while the success of his 1990–91 television series Twin Peaks led to him being labeled ""the first popular Surrealist"" by film critic Pauline Kael.[5] He has received three Academy Award nominations[6] for Best Director, and has won France's César Award for Best Foreign Film twice, as well as the Palme d'Or at the Cannes Film Festival[7] and a Golden Lion award for lifetime achievement at the Venice Film Festival. In 2016, Mulholland Drive, was named the top film of the 21st century by the BBC following a poll of 177 film critics from 36 countries.[8]"
501,Rajat Barmecha,1989-04-24,Ladnun,upload.wikimedia.org/wikipedia/commons/thumb/0/04/Rajat_Barmecha.jpg/330px-Rajat_Barmecha.jpg,Rajat Barmecha (born 24 April 1989) is an Indian film actor who is best known for his lead role in the 2010 Bollywood film Udaan.[1]
502,Lady Gaga,1986-03-28,New York City,upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Lady_Gaga_interview_2016.jpg/330px-Lady_Gaga_interview_2016.jpg,"Stefani Joanne Angelina Germanotta[a] (born March 28, 1986), known professionally as Lady Gaga, is an American singer, songwriter and actress. She is known for her unconventionality, provocative work, and visual experimentation. She began performing as a teenager, singing at open mic nights and acting in school plays. She studied at Collaborative Arts Project 21, through New York University's Tisch School of the Arts, before dropping out to pursue a music career. When Def Jam Recordings canceled her contract, she worked as a songwriter for Sony/ATV Music Publishing, where Akon helped her sign a joint deal with Interscope Records and his own label KonLive Distribution in 2007. She rose to prominence the following year with her debut album, the electropop record The Fame, and its chart-topping singles ""Just Dance"" and ""Poker Face"". A follow-up EP, The Fame Monster (2009), featuring the singles ""Bad Romance"", ""Telephone"" and ""Alejandro"", was also successful."
503,Anthony Hopkins,1937-12-31,Margam,upload.wikimedia.org/wikipedia/commons/thumb/4/47/AnthonyHopkins10TIFF.jpg/330px-AnthonyHopkins10TIFF.jpg,
504,K. Asif,1922-06-14,Etawah,,"K. Asif, born Asif Karim (14 June 1922 – 9 March 1971), was an Indian film director, film producer and screenwriter who is famous for his work on the Hindi epic motion picture, Mughal-e-Azam (1960)."
505,Jeff Bridges,1949-12-04,Los Angeles,upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Jeff_Bridges_by_Gage_Skidmore_3.jpg/330px-Jeff_Bridges_by_Gage_Skidmore_3.jpg,"Jeffrey Leon Bridges (born December 4, 1949) is an American actor, singer, and producer. He comes from a prominent acting family and appeared on the television series Sea Hunt (1958–60), with his father, Lloyd Bridges and brother, Beau Bridges. He won the Academy Award for Best Actor for his role as Otis ""Bad"" Blake in the 2009 film Crazy Heart, and earned Academy Award nominations for his roles in The Last Picture Show (1971), Thunderbolt and Lightfoot (1974), Starman (1984), The Contender (2000), True Grit (2010), and Hell or High Water (2016). His other films include Tron (1982), Jagged Edge (1985), The Fabulous Baker Boys (1989), The Fisher King (1991), Fearless (1993), The Big Lebowski (1998), Seabiscuit (2003), Iron Man (2008), Tron: Legacy (2010), and The Giver (2014)."
506,Ray Milland,1907-01-03,Neath,upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Ray_Milland_Markham_1959.JPG/330px-Ray_Milland_Markham_1959.JPG,"Ray Milland (born Alfred Reginald Jones,[notes 1] 3 January 1907
– 10 March 1986)[1] was a Welsh-American actor and film director.[2][3] His screen career ran from 1929 to 1985, and he is best remembered for his Academy Award-winning portrayal of an alcoholic writer in The Lost Weekend (1945), a sophisticated leading man opposite a corrupt John Wayne in Reap the Wild Wind (1942), the murder-plotting husband in Dial M for Murder which was directed by Alfred Hitchcock (1954), and as Oliver Barrett III in  Love Story (1970).[4]"
507,Avantika Shetty,,,,"She made her big screen debut with debutante Anup Bhandari's directorial Kannada thriller-drama RangiTaranga (2015), playing the role of Sandhya Bhargav, a journalist on the search of a mysterious writer with the pen name Anashku played by another debutante, Nirup Bhandari. Upon release, the film was a sleeper hit which went onto become a blockbuster through the word-of-mouth reviews. The film was released across many countries and won favorable reviews. The film was declared as one of the highest-grossing films in Kannada cinema. Shetty earned a nomination at the Filmfare Awards for her portrayal as the supporting actress. Following this successful debut, she signed her second assignment for R. Anantharaju's forthcoming horror-comedy film Kalpana 2 opposite Upendra.[3] A remake of Raghava Lawrence's successful Tamil film, Kanchana 2, Shetty reprises the role played by Tapsee Pannu in the original. She has reportedly teamed up yet again with the Bhandari brothers for their upcoming project titled Rajaratha which was unveiled on the Dancing Stars 3 reality show by actor V. Ravichandran."
508,Anurag Kashyap,1972-09-10,,upload.wikimedia.org/wikipedia/commons/4/44/Anurag_kashyap_second_trailer.jpg,"Anurag Kashyap (born 10 September 1972) is an Indian film director, writer, editor, producer and actor known for his works in Hindi cinema. He is the recipient of several accolades, including a National Film Award, and four Filmfare Awards. For his contributions to film, the Government of France awarded him the Ordre des Arts et des Lettres (Knight of the Order of Arts and letters) in 2013."
509,Christopher De Vore,1972-09-10,,upload.wikimedia.org/wikipedia/commons/4/44/Anurag_kashyap_second_trailer.jpg,
510,Claude Rains,1889-11-10,Clapham,upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Claude_Rains_in_Now_Voyager_trailer.jpg/330px-Claude_Rains_in_Now_Voyager_trailer.jpg,"William Claude Rains (10 November 1889 – 30 May 1967) was an English–American film and stage actor whose career spanned several decades. After his American film debut as Dr. Jack Griffin in The Invisible Man (1933) he appeared in classic films such as The Adventures of Robin Hood (1938), Mr. Smith Goes to Washington (1939), The Wolf Man (1941), Casablanca and Kings Row (both 1942), Notorious (1946), The Pied Piper of Hamelin (1957), and Lawrence of Arabia (1962)."
511,Kareena Kapoor,1980-09-21,,upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Kareena_Kapoor_in_2018.jpg/330px-Kareena_Kapoor_in_2018.jpg,
512,Michael Caine,1933-03-14,London,upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Sir_Michael_Caine%2C_28th_EFA_Awards_2015%2C_Berlin_%28cropped%29.jpg/330px-Sir_Michael_Caine%2C_28th_EFA_Awards_2015%2C_Berlin_%28cropped%29.jpg,"Sir Michael Caine, CBE (/keɪn/; born Maurice Joseph Micklewhite, 14 March 1933) is an English actor, producer and author. He has appeared in more than 130 films in a career spanning 70 years and is considered a British film icon.[2] Known for his cockney accent, Caine was born in South London, where during his early childhood, he and his parents lived in a rented flat on Urlwin Street, in Camberwell.[3]"
513,Gerard Butler,1969-11-13,"Paisley, Renfrewshire",upload.wikimedia.org/wikipedia/commons/thumb/5/53/Gerard_Butler_%2829681162176%29.jpg/330px-Gerard_Butler_%2829681162176%29.jpg,
514,Harvey Keitel,1939-05-13,"Brooklyn, New York",upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Harvey_Keitel_Cannes_2015.jpg/330px-Harvey_Keitel_Cannes_2015.jpg,"Harvey Keitel (/kaɪˈtɛl/ ky-TEL; born May 13, 1939) is an American actor and producer. He has starred in films such as Mean Streets (1973), Taxi Driver (1976), The Duellists (1977), Bugsy (1991), Thelma & Louise (1991), Reservoir Dogs (1992), The Piano (1993), Pulp Fiction (1994), From Dusk till Dawn (1996), Cop Land (1997), Red Dragon (2002), The Grand Budapest Hotel (2014), and Isle of Dogs (2018).[1]"
515,James Gunn,1966-08-05,"St. Louis, Missouri",upload.wikimedia.org/wikipedia/commons/thumb/7/79/James_Gunn_%2828557194032%29_%28cropped%29.jpg/330px-James_Gunn_%2828557194032%29_%28cropped%29.jpg,"James Francis Gunn Jr.[1] (born August 5, 1966)[2][n 1]  is an American filmmaker. He started his career as a screenwriter in the mid-1990s, writing the scripts for Tromeo and Juliet (1996), The Specials (2000), Scooby-Doo (2002) and its sequel, Scooby-Doo 2: Monsters Unleashed (2004), and the 2004 version of Dawn of the Dead. He then started working as a director, starting with the horror-comedy film Slither (2006). He subsequently wrote and directed the web series James Gunn's PG Porn (2008–09), the superhero film Super (2010), and the Marvel Cinematic Universe film Guardians of the Galaxy (2014) and its sequel, Guardians of the Galaxy Vol. 2 (2017)."
516,Manisha Korde,1966-08-05,"St. Louis, Missouri",upload.wikimedia.org/wikipedia/commons/thumb/7/79/James_Gunn_%2828557194032%29_%28cropped%29.jpg/330px-James_Gunn_%2828557194032%29_%28cropped%29.jpg,
517,Frank Overton,,,,"Overton was born in Babylon, New York on March 12, 1918. He attended Bard College in upstate New York. (Citation is incorrect)[2]"
518,Keith David,1956-06-04,New York City,upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Keith_David_3rd_Annual_ICON_MANN_POWER_50_event_-_Feb_2015_%28cropped%29.jpg/330px-Keith_David_3rd_Annual_ICON_MANN_POWER_50_event_-_Feb_2015_%28cropped%29.jpg,"David has had memorable roles in numerous cult favorites, including Armitage in They Live, Abu ""Imam"" al-Walid in Pitch Black and its sequel The Chronicles of Riddick, General Kimsey in Armageddon and Big Tim in Darren Aronofsky's Requiem for a Dream. He starred as Elroy Patashnik in the sixth season of the comedy series Community.[1] In 2016, he began starring as Bishop James Greenleaf in the Oprah Winfrey Network drama series Greenleaf."
519,Charlton Heston,1923-10-04,,upload.wikimedia.org/wikipedia/commons/thumb/0/0a/CharltonHeston1981_2_crop.jpg/330px-CharltonHeston1981_2_crop.jpg,"Charlton Heston (born John Charles Carter;[1] October 4, 1923 – April 5, 2008)[1][2] was an American actor and political activist.[3]"
520,Josh Brener,1984-10-01,,upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Josh_Brener_at_the_premiere_of_Front_Runner_%2831026727638%29_%28cropped%29.jpg/330px-Josh_Brener_at_the_premiere_of_Front_Runner_%2831026727638%29_%28cropped%29.jpg,"Brener was born in Houston, Texas, the son of Sharon (née Blend) and Daniel Brener.[1] He was raised in a Jewish household.[5] Brener attended Bellaire High School.[6]"
521,Shiladitya Sen,1984-10-01,,upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Josh_Brener_at_the_premiere_of_Front_Runner_%2831026727638%29_%28cropped%29.jpg/330px-Josh_Brener_at_the_premiere_of_Front_Runner_%2831026727638%29_%28cropped%29.jpg,
522,Pierre Léaud,1984-10-01,,upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Josh_Brener_at_the_premiere_of_Front_Runner_%2831026727638%29_%28cropped%29.jpg/330px-Josh_Brener_at_the_premiere_of_Front_Runner_%2831026727638%29_%28cropped%29.jpg,
523,Jack Hawkins,,,,
524,Gauri Shinde,1974-07-06,Pune,upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Gauri_Shinde.jpg/330px-Gauri_Shinde.jpg,"Gauri Shinde (born. July 6, 1974) is an Indian ad-film and feature film director. Shinde has made her directional debut with the highly acclaimed English Vinglish (2012), which marked the comeback of actress Sridevi. Shinde featured in the Financial Times 2012 list of '25 Indians To Watch'.[1] She also featured on Rediff's list of 'Bollywood's 5 Best Directors of 2012.'.[2]"
